NDB_No;Shrt_Desc;Water_(g);Energ_Kcal;Protein_(g);Lipid_Tot_(g);Carbohydrt_(g);Fiber_TD_(g);Sugar_Tot_(g);Iron_(mg);Cholestrl_(mg)
23608;"BEEF,RND,TOP RND,STEAK,LN,1/8"" FAT,ALL GRDS,CKD,BRLD";6196;185;3182;545;0;0;0;27;84
23609;"BEEF,RND,TOP RND,STEAK,LN,1/8"" FAT,ALL GRDS,RAW";7502;135;2291;409;0;0;0;199;55
23621;"BEEF,RND,TOP RND,STEAK,LN,1/8"" FAT,CHOIC,CKD,BRLD";6113;193;3204;625;0;0;0;284;86
23617;"BEEF,RND,TOP RND,STEAK,LN,1/8"" FAT,CHOIC,RAW";7144;140;2269;478;0;0;0;212;63
23592;"BEEF,RND,TOP RND,STEAK,LN,1/8"" FAT,SEL,CKD,BRLD";6279;177;3161;465;0;0;0;266;82
23636;"BEEF,RND,TOP RND,STEAK,LN,1/8"" FAT,SEL,RAW";7263;129;2313;337;0;0;0;197;61
13020;BEEF,RTL CUTS,FAT,CKD;1858;680;1065;7033;0;0;0;108;95
13019;BEEF,RTL CUTS,FAT,RAW;2021;674;821;7089;0;0;0;72;99
13228;"BEEF,SHANK CROSSCUTS,LN,1/4""FAT,CHOIC,CKD,SIMMRD";5821;201;3368;636;0;0;;386;78
13227;"BEEF,SHANK CROSSCUTS,LN,1/4""FAT,CHOIC,RAW";7303;128;2175;385;0;0;;232;39
23111;"BEEF,SHLDR POT RST OR STEAK,BNLESS,LN & FAT,0"" FAT,CHOIC,RAW";723;133;2117;533;7;0;0;266;64
23112;"BEEF,SHLDR POT RST OR STEAK,BNLESS,LN & FAT,0"" FAT,SEL,RAW";7301;127;2172;444;0;0;0;256;68
13647;"BEEF,SHLDR POT RST OR STEAK,BNLESS,LN,0"" FAT,ALL GRDS,RAW";7317;123;2164;409;0;0;0;264;65
13648;"BEEF,SHLDR POT RST OR STEAK,BNLESS,LN,0"" FAT,CHOIC,RAW";7295;125;2145;435;11;0;0;269;64
13649;"BEEF,SHLDR POT RST OR STEAK,BNLESS,LN,0"" FAT,SEL,RAW";7351;121;2193;37;0;0;0;257;68
23000;"BEEF,SHLDR POT RST OR STK,BNLS,LN & FAT,0"" FAT,ALL GRDS,R";7258;130;2139;497;0;0;0;262;66
23131;"BEEF,SHLDR POT RST,BNLESS,LN & FAT,0"" FAT,ALL GRDS,CKD,BRSD";5976;204;3103;892;0;0;0;353;98
23132;"BEEF,SHLDR POT RST,BNLESS,LN & FAT,0"" FAT,CHOIC,CKD,BRSD";5949;207;3093;925;0;0;0;37;98
23133;"BEEF,SHLDR POT RST,BNLESS,LN & FAT,0"" FAT,SEL,CKD,BRSD";6015;200;3118;841;0;0;0;329;98
23083;"BEEF,SHLDR POT RST,BNLESS,LN,0"" FAT,ALL GRDS,CKD,BRSD";6041;196;3148;778;0;0;0;36;98
23081;"BEEF,SHLDR POT RST,BNLESS,LN,0"" FAT,CHOIC,CKD,BRSD";6005;200;3132;83;0;0;0;376;97
23082;"BEEF,SHLDR POT RST,BNLESS,LN,0"" FAT,SEL,CKD,BRSD";6096;190;3171;702;0;0;0;336;99
23554;"BEEF,SHLDR STEAK,BNLESS,LN & FAT,0"" FAT,ALL GRDS,CKD,GRILLED";6402;182;2829;68;0;0;0;29;81
23533;"BEEF,SHLDR STEAK,BNLESS,LN & FAT,0"" FAT,CHOIC,CKD,GRILLED";6361;186;2822;725;0;0;0;29;81
23536;"BEEF,SHLDR STEAK,BNLESS,LN & FAT,0"" FAT,SEL,CKD,GRILLED";6465;177;2841;614;0;0;0;289;83
23516;"BEEF,SHLDR STEAK,BNLESS,LN,0"" FAT,ALL GRDS,CKD,GRILLED";6462;175;286;582;0;0;0;294;82
13946;"BEEF,SHLDR STEAK,BNLESS,LN,0"" FAT,SEL,CKD,GRILLED";6524;169;2871;517;0;0;0;294;83
13889;"BEEF,SHLDR TOP BLADE STEAK,BNLESS,LN & FAT,0"" FAT,CHOIC,RAW";7112;152;2007;794;0;0;0;25;68
13903;"BEEF,SHLDR TOP BLADE STEAK,BNLESS,LN & FAT,0"" FAT,SEL,RAW";7304;137;2028;621;0;0;0;249;71
13500;"BEEF,SHLDR TOP BLADE STEAK,BNLESS,LN,0"" FAT,ALL GRDS,CKD,GRI";6211;196;2815;923;0;0;0;314;95
13519;"BEEF,SHLDR TOP BLADE STEAK,BNLESS,LN,0"" FAT,ALL GRDS,RAW";7242;139;2036;642;0;0;0;251;69
13501;"BEEF,SHLDR TOP BLADE STEAK,BNLESS,LN,0"" FAT,CHOIC,CKD,GRILLE";6173;202;2828;983;0;0;0;323;93
13520;"BEEF,SHLDR TOP BLADE STEAK,BNLESS,LN,0"" FAT,CHOIC,RAW";7179;143;2035;688;0;0;0;252;68
13502;"BEEF,SHLDR TOP BLADE STEAK,BNLESS,LN,0"" FAT,SEL,CKD,GRILLED";6267;187;2796;834;0;0;0;307;98
13523;"BEEF,SHLDR TOP BLADE STEAK,BNLESS,LN,0"" FAT,SEL,RAW";7335;133;2039;573;0;0;0;251;71
13863;"BEEF,SHLDR TOP BLADE STEAK,BNLS,LN & FAT,0"" FAT,ALL GRDS,RAW";7189;146;2016;725;0;0;0;249;69
13598;"BEEF,SHLDR TOP BLADE STK,BNLES,LN & FAT,0"" ,ALL GRDS,CKD,G";6104;210;2759;1107;0;0;0;304;95
13862;"BEEF,SHLDR TOP BLDE STK,BNLS,LN & FAT,0"" FAT,SEL,CKD,G";6215;194;277;929;0;0;0;302;98
13650;"BEEF,SHLDR TOP BLDE STK,BNS,LN & FAT,0"" FAT,CHOIC,CKD,G";6031;220;2751;1226;0;0;0;311;92
23002;"BEEF,SHRT LN,PRTRHS STK,LN & FAT,1/8"" FAT,ALL GRDS,CKD,GRLLD";556;276;254;1857;0;0;0;3;83
13479;"BEEF,SHRT LN,T-BN STK,BN-IN,LN,1/8"" FAT,ALL GRDS,CKD,GRILLED";6115;212;2786;1037;0;0;0;357;82
23006;"BEEF,SHRT LN,T-BNE STEK,LN & FAT,1/8"" FAT,ALL GRDS,CKD,GRLLD";545;289;246;2036;0;0;0;324;83
13236;"BEEF,SHRT LN,T-BONE STK,BN-IN,LN,1/8"" FAT,CHOIC,CKD,GRILLD";606;217;2748;1105;0;0;0;357;81
13483;"BEEF,SHRT LN,T-BONE STK,BONE-IN,LN,1/8"" FAT,SEL,CKD,GRILLED";6198;206;2845;935;0;0;0;365;83
13908;"BEEF,SHRT LN,T-BONE STK,L & F,1/8"" FAT,CHOIC,CKD,GRILLED";5391;294;2421;2113;0;0;0;324;82
23001;"BEEF,SHRT LOIN,PRTRHS STEAK,LN&FAT,1/8""FAT,ALL GRDS,RAW";6467;214;2049;1406;0;0;0;198;61
13905;"BEEF,SHRT LOIN,PRTRHS STEAK,LN&FAT,1/8""FAT,CHOIC,RAW";6412;218;2036;1458;0;0;0;191;61
23003;"BEEF,SHRT LOIN,PRTRHS STEAK,LN&FAT,1/8""FAT,SEL,RAW";6549;208;2069;1327;0;0;0;213;60
13466;"BEEF,SHRT LOIN,PRTRHS STEAK,LN,0"" FAT,ALL GRDS,CKD,BRLD";6038;212;2607;1118;0;0;0;324;62
13467;"BEEF,SHRT LOIN,PRTRHS STEAK,LN,0"" FAT,CHOIC,CKD,BRLD";5913;224;2551;128;0;0;0;324;91
13470;"BEEF,SHRT LOIN,PRTRHS STEAK,LN,0"" FAT,SEL,CKD,BRLD";6219;194;2689;881;0;0;0;324;84
13465;"BEEF,SHRT LOIN,PRTRHS STEAK,LN,1/8"" FAT,ALL GRDS,CKD,GRILLED";6105;213;2816;1032;0;0;0;322;82
13464;"BEEF,SHRT LOIN,PRTRHS STEAK,LN,1/8"" FAT,ALL GRDS,RAW";7032;155;2232;66;0;0;0;207;58
13232;"BEEF,SHRT LOIN,PRTRHS STEAK,LN,1/8"" FAT,CHOIC,CKD,GRILLED";6031;221;2765;1136;0;0;0;316;85
13231;"BEEF,SHRT LOIN,PRTRHS STEAK,LN,1/8"" FAT,CHOIC,RAW";6956;161;2213;739;0;0;0;198;59
13469;"BEEF,SHRT LOIN,PRTRHS STEAK,LN,1/8"" FAT,SEL,CKD,GRILLED";6216;203;2892;876;0;0;0;344;78
13468;"BEEF,SHRT LOIN,PRTRHS STEAK,LN,1/8"" FAT,SEL,RAW";7146;145;2261;541;0;0;0;226;57
23004;"BEEF,SHRT LOIN,PRTRHS STK,L & F,1/8"" F,SEL,CKD,GRILLED";5687;263;2621;1675;0;0;0;32;79
13459;"BEEF,SHRT LOIN,PRTRHS STK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD";5466;276;2396;1927;0;0;0;294;67
13463;"BEEF,SHRT LOIN,PRTRHS STK,LN & FAT,0"" FAT,USDA SEL,CKD,BRLD";5569;267;2447;1798;0;0;0;291;64
13906;"BEEF,SHRT LOIN,PRTRHS STK,LN & FAT,1/8"" FAT,CHOIC,CKD,GRILLD";5476;284;2485;1978;0;0;0;295;85
13478;"BEEF,SHRT LOIN,T-BONE STEAK,BONE-IN,LN,1/8"" FAT,ALL GRDS,RAW";7073;153;2222;65;0;0;0;166;59
13235;"BEEF,SHRT LOIN,T-BONE STEAK,BONE-IN,LN,1/8"" FAT,CHOIC,RAW";6997;160;221;727;0;0;0;165;59
13482;"BEEF,SHRT LOIN,T-BONE STEAK,BONE-IN,LN,1/8"" FAT,SEL,RAW";7186;144;2241;534;0;0;0;177;59
23008;"BEEF,SHRT LOIN,T-BONE STEAK,LN & FAT,1/8"" FAT,SEL,CKD,GRLLD";5538;281;2518;1922;0;0;0;332;84
23005;"BEEF,SHRT LOIN,T-BONE STEAK,LN&FAT,1/8""FAT,ALL GRDS,RAW";6406;223;2011;1518;0;0;0;164;62
13907;"BEEF,SHRT LOIN,T-BONE STEAK,LN&FAT,1/8""FAT,CHOIC,RAW";6343;228;20;1583;0;0;0;164;62
23007;"BEEF,SHRT LOIN,T-BONE STEAK,LN&FAT,1/8""FAT,SEL,RAW";65;215;2028;1419;0;0;0;173;62
13481;"BEEF,SHRT LOIN,T-BONE STEAK,LN,0"" FAT,CHOIC,CKD,BRLD";625;198;2598;961;0;0;0;366;83
13484;"BEEF,SHRT LOIN,T-BONE STEAK,LN,0"" FAT,SEL,CKD,BRLD";6373;177;26;736;0;0;0;366;80
13473;"BEEF,SHRT LOIN,T-BONE STK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD";5778;247;2418;1593;0;0;0;335;60
13477;"BEEF,SHRT LOIN,T-BONE STK,LN & FAT,0"" FAT,USDA SEL,CKD,BRLD";5897;230;2438;14;0;0;0;338;59
13912;"BEEF,SHRT LOIN,TOP LN,STK,LN & FAT,1/8"" FAT,CHOIC,CKD,GRLLD";5499;278;2616;1845;0;0;0;175;97
23607;"BEEF,SHRT LOIN,TOP LOIN STEAK,LN,1/8"" FAT,ALL GRDS,RAW";7149;138;2293;515;0;0;0;164;53
13916;"BEEF,SHRT LOIN,TOP LOIN,LN&FAT,1/8""FAT,PRIME,CKD,BRLD";5134;310;2592;2212;0;0;0;226;79
13909;"BEEF,SHRT LOIN,TOP LOIN,STEAK,LN & FAT,1/8"" FAT,ALL GRDS,RAW";6343;228;2061;1549;0;0;0;147;81
13915;"BEEF,SHRT LOIN,TOP LOIN,STEAK,LN & FAT,1/8"" FAT,PRIME,RAW";5842;281;19;2217;0;0;0;158;67
23606;"BEEF,SHRT LOIN,TOP LOIN,STEAK,LN,1/8"" FAT,ALL GRDS,CKD,BRLD";6332;189;293;709;0;0;0;185;81
23630;"BEEF,SHRT LOIN,TOP LOIN,STEAK,LN,1/8"" FAT,CHOIC,CKD,BRLD";6199;201;2916;845;0;0;0;197;84
23627;"BEEF,SHRT LOIN,TOP LOIN,STEAK,LN,1/8"" FAT,CHOIC,RAW";703;155;2278;643;0;0;0;166;66
23589;"BEEF,SHRT LOIN,TOP LOIN,STEAK,LN,1/8"" FAT,SEL,CKD,GRILLED";6465;177;2944;573;0;0;0;181;78
23585;"BEEF,SHRT LOIN,TOP LOIN,STEAK,LN,1/8"" FAT,SEL,RAW";7268;133;2307;388;0;0;0;163;40
23545;"BEEF,SIRLOIN,TRI-TIP STK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD";505;265;2997;1518;0;0;0;364;68
13342;BEEF,SNDWCH STEAKS,FLAKED,CHOPD,FORMED & THINLY SLICED,RAW;56;309;165;27;0;0;0;186;71
13926;"BEEF,TENDERLOIN,LN&FAT,1/8""FAT,PRIME,RAW";5952;274;1815;2183;0;0;0;235;70
13919;"BEEF,TENDERLOIN,RST,LN & FAT,1/8"" FAT,ALL GRDS,CKD,RSTD";4837;324;239;246;0;0;0;311;85
13922;"BEEF,TENDERLOIN,RST,LN & FAT,1/8"" FAT,CHOIC,CKD,RSTD";4799;331;239;2539;0;0;0;311;85
13928;"BEEF,TENDERLOIN,RST,LN & FAT,1/8"" FAT,PRIME,CKD,RSTD";4828;343;2404;2667;0;0;0;312;88
13925;"BEEF,TENDERLOIN,RST,LN & FAT,1/8"" FAT,SEL,CKD,RSTD";4886;316;239;237;0;0;0;311;85
13918;"BEEF,TENDERLOIN,STEAK,LN & FAT,1/8"" FAT,ALL GRDS,CKD,BRLD";5604;267;2646;1712;0;0;0;169;97
13917;"BEEF,TENDERLOIN,STEAK,LN & FAT,1/8"" FAT,ALL GRDS,RAW";6152;247;1961;1816;0;0;0;142;85
13921;"BEEF,TENDERLOIN,STEAK,LN & FAT,1/8"" FAT,CHOIC,CKD,BRLD";5553;273;2643;1778;0;0;0;176;99
13920;"BEEF,TENDERLOIN,STEAK,LN & FAT,1/8"" FAT,CHOIC,RAW";6169;246;1982;1788;0;0;0;143;85
13927;"BEEF,TENDERLOIN,STEAK,LN & FAT,1/8"" FAT,PRIME,CKD,BRLD";5184;308;2526;2221;0;0;0;315;86
13924;"BEEF,TENDERLOIN,STEAK,LN & FAT,1/8"" FAT,SEL,CKD,BRLD";565;262;2648;1653;0;0;0;163;96
13923;"BEEF,TENDERLOIN,STEAK,LN & FAT,1/8"" FAT,SEL,RAW";6133;249;1937;1846;0;0;0;142;86
23600;"BEEF,TENDERLOIN,STEAK,LN,1/8"" FAT,ALL GRDS,CKD,BRLD";6293;200;2904;839;0;0;0;184;82
23601;"BEEF,TENDERLOIN,STEAK,LN,1/8"" FAT,ALL GRDS,RAW";7062;153;2212;652;0;0;0;16;65
23628;"BEEF,TENDERLOIN,STEAK,LN,1/8"" FAT,CHOIC,CKD,BRLD";6168;206;2901;91;0;0;0;195;85
23624;"BEEF,TENDERLOIN,STEAK,LN,1/8"" FAT,CHOIC,RAW";7017;158;2217;707;0;0;0;163;66
23587;"BEEF,TENDERLOIN,STEAK,LN,1/8"" FAT,SEL,CKD,BRLD";6267;194;2907;776;0;0;0;181;83
23583;"BEEF,TENDERLOIN,STEAK,LN,1/8"" FAT,SEL,RAW";7111;148;2206;593;0;0;0;16;64
23285;"BEEF,TOP LOIN FILET,BNLESS,LN & FAT,1/8"" FAT,CHOIC,CKD,GRILD";556;253;268;159;6;0;0;323;85
23286;"BEEF,TOP LOIN FILET,BNLESS,LN & FAT,1/8"" FAT,SEL,CKD,GRILLED";586;219;283;116;4;0;0;352;87
23247;"BEEF,TOP LOIN FILET,BNLESS,LN,1/8"" FAT,ALL GRDS,CKD,GRILLED";6067;195;2933;854;3;0;0;206;86
23248;"BEEF,TOP LOIN FILET,BNLESS,LN,1/8"" FAT,CHOIC,CKD,GRILLED";60;203;2899;948;36;0;0;204;85
23249;"BEEF,TOP LOIN FILET,BNLESS,LN,1/8"" FAT,SEL,CKD,GRILLED";6168;184;2985;712;2;0;0;191;87
23284;"BEEF,TOP LOIN FILET,BNLS,LN & FAT,1/8"" FAT,ALL GRDS,CKD,GRLD";568;239;274;141;6;0;0;33;86
23287;"BEEF,TOP LOIN PET RST,BNLS,LN & FAT,1/8"" FAT,AL GDS,CKD,RSTD";58;228;27;129;1;0;0;33;82
23288;"BEEF,TOP LOIN PETI RST,BNLS,LN & FAT,1/8"" FAT,CHOIC,CKD,RSTD";569;239;268;141;11;0;0;329;80
23290;"BEEF,TOP LOIN PETIT RST/FILT,BNS,LN & FAT,1/8"" FAT,AL GRD,RW";664;187;211;113;3;0;0;266;69
23254;"BEEF,TOP LOIN PETITE ROAST/FILET,BNLESS,LN,1/8"" FAT,CHOC,RAW";6979;149;225;648;23;0;0;227;65
23255;"BEEF,TOP LOIN PETITE ROAST/FILET,BNLESS,LN,1/8"" FAT,SEL,RAW";718;135;2277;488;0;0;0;239;76
23251;"BEEF,TOP LOIN PETITE RST,BNLESS,LN,1/8"" FAT,CHOIC,CKD,RSTD";5974;206;2824;997;88;0;0;202;79
23252;"BEEF,TOP LOIN PETITE RST,BNLESS,LN,1/8"" FAT,SEL,CKD,RSTD";6267;179;2848;695;74;0;0;185;85
23289;"BEEF,TOP LOIN PETITE RST,BNLS,LN & FAT,1/8"" FAT,SEL,CKD,RSTD";597;213;271;112;9;0;0;343;85
23250;"BEEF,TOP LOIN PETITE RST,BNLSS,LN,1/8"" FAT,ALL GRDS,CKD,RSTD";6091;195;2833;876;82;0;0;202;81
23291;"BEEF,TOP LOIN PETITE RST/FILET,BNLS,LN & FAT,1/8"" FAT,CHC,RW";651;199;208;126;6;0;0;266;65
23292;"BEEF,TOP LOIN PETITE RST/FILET,BNLS,LN & FAT,1/8"" FAT,SEL,RW";684;170;216;93;0;0;0;298;76
23253;"BEEF,TOP LOIN PETITE RST/FILET,BNLS,LN,1/8"" FAT,ALL GRDS,RAW";7059;143;2261;584;0;0;0;217;69
13451;"BEEF,TOP SIRLOIN,STEAK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD";6033;212;2933;967;0;0;0;189;88
13452;"BEEF,TOP SIRLOIN,STEAK,LN & FAT,0"" FAT,CHOIC,CKD,BRLD";5968;219;2902;1054;0;0;0;196;89
13453;"BEEF,TOP SIRLOIN,STEAK,LN & FAT,0"" FAT,SEL,CKD,BRLD";6097;206;2965;88;0;0;0;183;87
13930;"BEEF,TOP SIRLOIN,STEAK,LN & FAT,1/8"" FAT,ALL GRDS,CKD,BRLD";5836;243;2696;1423;0;0;0;173;92
13929;"BEEF,TOP SIRLOIN,STEAK,LN & FAT,1/8"" FAT,ALL GRDS,RAW";6609;201;203;1271;0;0;0;148;75
13932;"BEEF,TOP SIRLOIN,STEAK,LN & FAT,1/8"" FAT,CHOIC,CKD,BRLD";5681;257;268;1575;0;0;0;181;96
13933;"BEEF,TOP SIRLOIN,STEAK,LN & FAT,1/8"" FAT,CHOIC,CKD,PAN-FRIED";4956;313;2877;2106;0;0;0;342;98
13931;"BEEF,TOP SIRLOIN,STEAK,LN & FAT,1/8"" FAT,CHOIC,RAW";6487;214;1992;1428;0;0;0;146;78
13935;"BEEF,TOP SIRLOIN,STEAK,LN & FAT,1/8"" FAT,SEL,CKD,BRLD";5992;230;2712;1271;0;0;0;166;89
13934;"BEEF,TOP SIRLOIN,STEAK,LN & FAT,1/8"" FAT,SEL,RAW";6732;189;2068;1113;0;0;0;151;72
13454;"BEEF,TOP SIRLOIN,STEAK,LN,0"" FAT,ALL GRDS,CKD,BRLD";6298;183;3055;579;0;0;0;196;82
13455;"BEEF,TOP SIRLOIN,STEAK,LN,0"" FAT,CHOIC,CKD,BRLD";6238;188;3029;655;0;0;0;207;83
13456;"BEEF,TOP SIRLOIN,STEAK,LN,0"" FAT,SEL,CKD,BRLD";6358;177;308;503;0;0;0;192;81
23610;"BEEF,TOP SIRLOIN,STEAK,LN,1/8"" FAT,ALL GRDS,CKD,BRLD";6429;178;2942;584;0;0;0;187;79
23611;"BEEF,TOP SIRLOIN,STEAK,LN,1/8"" FAT,ALL GRDS,RAW";7291;131;2209;408;0;0;0;161;60
23629;"BEEF,TOP SIRLOIN,STEAK,LN,1/8"" FAT,CHOIC,CKD,BRLD";6327;187;2951;672;0;0;0;201;81
23625;"BEEF,TOP SIRLOIN,STEAK,LN,1/8"" FAT,CHOIC,RAW";7251;135;2191;462;0;0;0;163;61
23588;"BEEF,TOP SIRLOIN,STEAK,LN,1/8"" FAT,SEL,CKD,BRLD";6547;170;2934;496;0;0;0;181;77
23584;"BEEF,TOP SIRLOIN,STEAK,LN,1/8"" FAT,SEL,RAW";7331;127;2227;354;0;0;0;161;59
13326;BEEF,VAR MEATS & BY-PRODUCTS,LIVER,CKD,BRSD;5881;191;2908;526;513;0;0;654;396
13335;BEEF,VAR MEATS & BY-PRODUCTS,SUET,RAW;4;854;15;94;0;0;0;17;68
23640;BEEF,VAR MEATS & BY-PRODUCTS,TRIPE,CKD,SIMMRD;8165;94;1171;405;199;0;0;66;157
13319;BEEF,VAR MEATS&BY-PRODUCTS,BRAIN,CKD,PAN-FRIED;7075;196;1257;1583;0;0;;222;1995
13320;BEEF,VAR MEATS&BY-PRODUCTS,BRAIN,CKD,SIMMRD;7486;151;1167;1053;148;0;0;23;3100
13318;BEEF,VAR MEATS&BY-PRODUCTS,BRAIN,RAW;7629;143;1086;103;105;0;0;255;3010
13322;BEEF,VAR MEATS&BY-PRODUCTS,HEART,CKD,SIMMRD;6567;165;2848;473;15;0;0;638;212
13321;BEEF,VAR MEATS&BY-PRODUCTS,HEART,RAW;7711;112;1772;394;14;0;0;431;124
13324;BEEF,VAR MEATS&BY-PRODUCTS,KIDNEYS,CKD,SIMMRD;6688;158;2727;465;0;0;0;58;716
13323;BEEF,VAR MEATS&BY-PRODUCTS,KIDNEYS,RAW;7789;99;174;309;29;0;0;46;411
13325;BEEF,VAR MEATS&BY-PRODUCTS,LIVER,RAW;7081;135;2036;363;389;0;0;49;275
13329;BEEF,VAR MEATS&BY-PRODUCTS,LUNGS,CKD,BRSD;764;120;204;37;0;0;;54;277
13328;BEEF,VAR MEATS&BY-PRODUCTS,LUNGS,RAW;7938;92;162;25;0;0;;795;242
13330;BEEF,VAR MEATS&BY-PRODUCTS,MECHANICALLY SEPARATED BF,RAW;5939;276;1497;2352;0;0;;567;209
13332;BEEF,VAR MEATS&BY-PRODUCTS,PANCREAS,CKD,BRSD;556;271;271;172;0;0;;261;262
13331;BEEF,VAR MEATS&BY-PRODUCTS,PANCREAS,RAW;652;235;157;186;0;0;;222;205
13334;BEEF,VAR MEATS&BY-PRODUCTS,SPLEEN,CKD,BRSD;6998;145;251;42;0;0;;3936;347
13333;BEEF,VAR MEATS&BY-PRODUCTS,SPLEEN,RAW;772;105;183;3;0;0;;4455;263
13338;BEEF,VAR MEATS&BY-PRODUCTS,THYMUS,CKD,BRSD;5283;319;2185;2498;0;0;;149;294
13337;BEEF,VAR MEATS&BY-PRODUCTS,THYMUS,RAW;678;236;1218;2035;0;0;;21;223
13340;BEEF,VAR MEATS&BY-PRODUCTS,TONGUE,CKD,SIMMRD;5787;284;1929;223;0;0;0;261;132
13339;BEEF,VAR MEATS&BY-PRODUCTS,TONGUE,RAW;6453;224;149;1609;368;0;;295;87
13341;BEEF,VAR MEATS&BY-PRODUCTS,TRIPE,RAW;8416;85;1207;369;0;0;0;59;122
7003;BEERWURST,BEER SALAMI,PORK;6146;238;1424;188;206;0;;76;59
7002;BEERWURST,BEER SALAMI,PORK & BF;5671;277;14;2253;376;9;0;173;62
11086;BEET GREENS,RAW;9102;22;22;13;433;37;5;257;0
11736;BEET GRNS,CKD,BLD,DRND,W/SALT;8913;27;257;2;546;29;6;19;0
11087;BEET GRNS,CKD,BLD,DRND,WO/SALT;8913;27;257;2;546;29;6;19;0
11081;BEETS,CKD,BLD,DRND;8706;44;168;18;996;2;796;79;0
11734;BEETS,CKD,BOILED. DRND,W/SALT;8706;44;168;18;996;2;796;79;0
11084;BEETS,CND,DRND SOL;9096;31;91;14;721;18;551;182;0
11735;BEETS,CND,NO SALT,SOL&LIQUIDS;9162;28;8;7;657;12;538;63;0
11082;BEETS,CND,REG PK,SOL&LIQUIDS;913;30;73;9;714;12;653;73;0
11605;BEETS,HARVARD,CND,SOL&LIQUIDS;8016;73;84;6;1818;25;;36;0
11609;BEETS,PICKLED,CND,SOL&LIQUIDS;8188;65;8;8;1628;8;1105;41;0
11080;BEETS,RAW;8758;43;161;17;956;28;676;8;0
13953;"BF,BTTM SRLOIN,TRI-TIP RST,LN & FAT,0"" FAT,ALL GRDS,CKD,RSTD";6263;211;2605;1107;0;0;0;166;83
23071;"BF,CHK EYE CNTRY-STL RIBS,BNLS,LN,0"" FAT,ALL GRDS, CKD, BRSD";57;228;3141;1143;0;0;0;293;99
23065;"BF,CHK, CLOD,SHLDR TENDER,MED,LN & FAT,0"" FAT,SE,CKD,GRILLED";6579;172;2645;643;0;0;0;26;80
23040;"BF,CHK, CLOD,TOP & CNTR,STK,LN & FAT,0"" FAT,SEL,CKD,GRLD";6465;176;2666;694;0;0;0;323;77
23054;"BF,CHK,CLD,SHDR TNDR,MED,LN & FAT,0"" FAT,ALL GRDS,CK,GRLD";6565;177;2622;72;0;0;0;259;78
23053;"BF,CHK,CLD,SHLDR TNDR,MEDALLION,LN & FAT,0"" FAT,ALL GRDS,RAW";728;144;2054;622;0;0;0;195;57
23035;"BF,CHK,CLOD,SHDR TNDR,MED,LN & FAT,0"" FAT,CH,CKD,GRILLED";6557;181;2607;768;0;0;0;258;76
23034;"BF,CHK,CLOD,SHLDR TENDER,MEDALLION,LN & FAT,0"" FAT,CHOIC,RAW";7287;145;2051;636;0;0;0;201;56
23036;"BF,CHK,CLOD,SHLDR TENDER,MEDALLION,LN & FAT,0"" FAT,SEL,RAW";7279;142;2093;579;0;0;0;239;58
23042;"BF,CHK,CLOD,TOP BLADE,STEAK,LN & FAT,0"" FAT,CH,CKD,GRILLED";6193;228;247;1359;0;0;0;278;83
23044;"BF,CHK,CLOD,TOP BLADE,STEAK,LN & FAT,0"" FAT,SEL,CKD,GRILLED";6222;212;2529;1152;0;0;0;31;83
23038;"BF,CHK,SHLDR CLOD,TOP & CNTR,STK,LN & FAT,0"" FAT,CH,CKD,GRLD";6502;184;2607;811;0;0;0;257;74
23041;"BF,CHK,SHLDR CLOD,TOP BLADE,STEAK,LN & FAT,0"" FAT,CHOIC,RAW";70;182;1875;1133;0;0;0;223;65
23057;"BF,CHUCK,CLOD,TOP & CNTR,STEAK,LN & FAT,0"" FAT,ALL GRDS,RAW";7251;141;2067;588;0;0;0;231;57
23060;"BF,CHUCK,CLOD,TOP BLADE,STK,LN & FAT,0"" FAT,ALL,CKD,GRLD";6204;222;2493;1279;0;0;0;288;83
23039;"BF,CHUCK,SHLDR CLOD, TOP & CNTR,STK,LN & FAT,0"" FAT,SEL,RAW";7254;140;2113;551;0;0;0;264;58
23043;"BF,CHUCK,SHLDR CLOD,TOP BLADE,STEAK,LN & FAT,0"" FAT,SEL,RAW";7119;166;1938;922;0;0;0;262;66
13985;"BF,LOIN,BTTM SIRLOIN BUTT,TRI-TIP,LN,0"" FAT,ALL GRD,CKD,RSTD";6467;182;2675;834;0;0;0;169;78
13096;"BF,RIB,EYE,SML END (RIB 10-12),LN & FT,0"" FAT,CHOIC,CKD,BRLD";5587;265;2658;1676;0;0;0;18;88
23056;"BF,RND,KNUCK,TIP SIDE,STK,LN & FAT,0"" FAT,ALL GRDS,CKD,GRLD";6568;168;2908;484;0;0;0;277;80
23048;"BF,RND,KNUCKLE,TIP CNTR,STEAK,LN & FAT,0"" FAT,SE,CKD,GRILLED";6713;162;2661;532;0;0;0;249;74
23062;"BF,RND,KNUCKLE,TIP CNTR,STK,LN & FAT,0"" FAT,ALL,CKD,GRLD";6546;177;2712;678;0;0;0;251;77
23046;"BF,RND,KNUCKLE,TIP CNTR,STK,LN & FAT,0"" FAT,CHOIC,CKD,GRLD";6453;188;2688;813;0;0;0;251;75
